student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
1483,21,Other,Undergraduate,3.89,3.96,2.58,2.96,3.97,6.69,6.62,44,126,0,0,Good,10,32.88,37.5,52.76,32.86
1484,19,Female,High School,4.28,4.11,2.6,3.69,3.27,8.5,7.51,80,191,1,0,Average,1,28.43,34.35,26.91,14.98
1485,17,Male,Undergraduate,4.61,1.73,1.4,3.23,0.0,8.13,11.66,6,105,1,0,Average,9,40.18,45.06,60.12,29.82
1486,24,Other,Postgraduate,7.06,2.87,1.38,0.13,1.79,10.0,9.29,12,400,0,1,Average,10,54.23,55.51,65.7,40.26
1487,19,Male,Postgraduate,2.09,1.22,3.61,4.34,0.89,7.85,5.66,92,25,1,1,Average,1,16.59,40.02,6.54,1.0
1488,22,Other,Undergraduate,4.07,1.2,3.89,2.98,0.9,6.74,1.25,26,485,0,1,Average,3,10.01,44.01,18.66,3.96
1489,18,Male,Undergraduate,8.85,2.78,2.29,0.2,1.54,8.76,11.13,30,264,0,1,Poor,1,36.98,56.66,44.84,18.94
1490,20,Female,Postgraduate,5.78,3.25,2.21,3.43,2.04,6.0,8.84,149,138,1,0,Average,9,27.48,45.24,46.04,25.09
1491,23,Female,Undergraduate,1.83,1.48,0.26,1.08,0.77,6.61,3.24,69,248,0,0,Good,3,21.33,40.53,13.39,1.0
1492,19,Other,High School,3.33,3.34,0.0,0.49,0.06,6.06,10.14,108,57,1,1,Poor,10,35.45,66.44,27.63,12.2
1493,21,Other,Postgraduate,6.26,1.56,0.96,2.34,3.86,5.93,6.8,118,74,1,0,Good,10,39.33,39.92,65.32,34.66
1494,20,Female,High School,4.55,1.76,1.35,5.62,3.17,6.72,9.47,6,310,0,1,Average,2,20.09,58.34,21.85,2.27
1495,16,Female,High School,5.56,3.52,0.64,3.64,2.71,7.44,8.39,36,47,1,0,Average,9,41.21,39.49,56.57,35.45
1496,24,Female,High School,7.75,2.76,3.76,1.03,0.0,7.23,6.84,37,491,0,1,Poor,10,51.43,50.1,64.42,35.14
1497,16,Male,Undergraduate,5.16,1.02,1.37,2.6,2.62,7.05,6.87,79,430,1,0,Poor,1,10.82,46.96,21.07,9.4
1498,18,Female,Undergraduate,4.13,2.89,1.49,3.42,2.12,5.71,6.41,95,99,1,0,Poor,4,24.64,33.99,37.19,19.49
1499,17,Female,High School,5.71,2.59,2.35,4.76,1.92,7.95,5.37,15,236,0,0,Good,10,42.31,33.49,58.55,31.48
1500,21,Female,Undergraduate,2.78,4.57,0.85,2.21,0.67,7.04,2.79,94,469,1,0,Poor,10,35.62,46.45,41.8,26.74
1501,21,Male,Postgraduate,0.89,1.88,0.07,0.88,1.71,7.38,6.32,100,1,1,0,Good,1,12.35,37.37,5.35,1.0
1502,21,Female,Postgraduate,1.69,1.27,2.03,3.01,0.93,7.76,9.3,141,2,0,1,Good,10,33.02,34.29,49.2,27.21
1503,19,Other,High School,7.78,3.64,2.01,4.67,0.0,6.92,9.64,37,138,0,0,Poor,6,42.41,47.11,59.92,34.72
1504,21,Female,Undergraduate,5.43,4.88,2.63,2.17,2.49,6.34,6.49,115,88,1,1,Average,2,30.91,57.9,32.2,17.84
1505,20,Male,Undergraduate,4.91,4.12,2.19,2.64,1.33,7.15,8.79,80,207,1,1,Poor,4,35.01,47.98,41.26,16.57
1506,18,Female,Postgraduate,5.83,0.82,1.51,5.42,2.53,5.9,6.26,73,476,0,0,Good,2,15.88,51.68,27.51,9.23
1507,25,Other,Postgraduate,4.8,3.75,1.48,2.54,2.33,6.71,7.91,37,260,0,0,Poor,4,27.74,42.85,32.71,9.06
1508,18,Female,Undergraduate,5.07,4.12,0.35,4.94,1.33,9.24,8.59,102,404,0,0,Poor,8,29.01,19.8,53.48,31.65
1509,21,Female,Postgraduate,5.81,2.22,3.48,0.82,1.81,6.99,8.85,98,209,0,1,Average,2,33.52,53.97,32.61,15.23
1510,17,Female,Postgraduate,3.74,2.67,1.41,3.58,1.85,4.92,4.92,43,322,0,0,Good,8,35.35,50.21,48.49,23.01
1511,24,Female,Undergraduate,5.08,0.0,1.93,3.88,2.51,6.57,4.84,143,431,1,1,Good,3,7.67,62.39,19.51,1.0
1512,21,Male,Undergraduate,7.85,3.28,0.72,1.79,2.7,7.44,8.59,66,141,0,1,Poor,5,39.84,49.89,51.81,24.85
1513,24,Other,Undergraduate,6.67,2.44,2.68,4.46,1.36,6.44,4.85,16,19,1,1,Good,8,42.41,56.42,56.86,19.05
1514,17,Other,High School,5.88,2.36,4.03,5.63,2.01,4.0,8.8,84,304,1,0,Good,5,24.17,56.81,43.7,22.84
1515,19,Male,High School,7.95,2.88,2.49,3.12,3.48,9.74,8.77,58,136,1,0,Average,2,32.3,35.53,41.48,21.62
1516,16,Other,Postgraduate,4.3,2.4,1.32,3.96,2.97,6.83,6.47,62,29,1,1,Average,7,25.11,65.08,36.88,6.28
1517,20,Female,Undergraduate,4.28,2.38,1.32,1.25,0.0,7.91,5.45,148,89,0,0,Average,4,27.63,12.92,40.83,27.64
1518,20,Male,Undergraduate,4.81,2.32,3.53,2.28,2.71,5.92,5.41,76,142,0,1,Average,6,21.9,44.51,33.96,15.63
1519,24,Female,High School,8.55,3.55,1.62,2.87,1.9,6.85,8.08,62,306,0,0,Average,1,32.29,40.07,44.17,22.27
1520,18,Female,Postgraduate,4.1,2.08,2.25,6.02,1.89,4.71,5.14,148,174,1,0,Poor,2,12.05,46.96,18.1,6.76
1521,20,Other,Undergraduate,4.15,2.17,1.6,5.05,1.5,7.56,7.26,90,460,0,0,Good,2,20.08,33.92,20.67,6.46
1522,18,Other,Undergraduate,4.74,3.13,0.3,4.52,5.51,8.9,5.4,20,477,0,1,Poor,3,21.82,30.07,29.88,14.65
1523,17,Female,Postgraduate,3.44,1.45,0.77,2.23,2.43,5.9,2.99,128,317,0,1,Poor,4,16.05,42.62,18.17,4.95
1524,23,Female,High School,1.69,1.37,2.02,5.25,3.78,8.3,6.59,120,423,1,1,Good,3,5.85,51.93,2.14,1.0
1525,18,Male,Undergraduate,3.94,1.65,0.03,4.55,0.0,6.49,9.11,105,379,1,0,Good,3,18.22,51.1,32.58,6.66
1526,19,Male,Undergraduate,2.96,1.55,2.88,0.55,0.58,5.94,8.41,105,247,0,1,Average,7,36.59,59.95,24.12,10.36
1527,16,Male,High School,2.87,3.95,2.25,3.44,0.0,5.7,8.97,6,102,1,0,Average,8,41.49,52.7,40.2,15.54
1528,20,Female,Postgraduate,6.35,3.28,1.7,2.93,3.23,7.07,8.21,41,111,0,0,Good,6,37.49,37.65,58.95,37.1
1529,21,Female,Undergraduate,4.25,1.61,2.58,3.73,0.75,8.54,6.14,38,243,1,0,Average,10,42.02,34.45,58.05,37.05
1530,23,Female,High School,4.16,2.65,2.02,1.88,2.44,6.62,5.1,111,252,0,1,Average,8,34.32,43.57,51.17,21.22
1531,16,Other,Postgraduate,4.94,2.11,0.71,2.19,3.39,5.47,9.38,32,254,1,1,Average,4,30.18,72.29,32.83,19.42
1532,18,Female,Undergraduate,6.13,2.04,1.53,1.32,0.03,8.0,5.9,119,419,0,0,Good,5,43.74,27.69,51.0,29.9
1533,22,Female,High School,6.48,1.43,2.58,1.84,1.78,7.55,8.89,104,159,0,0,Good,1,33.9,31.55,40.01,23.71
1534,24,Female,Undergraduate,3.51,2.74,1.37,3.5,1.39,4.81,7.16,22,320,1,0,Poor,5,18.53,61.67,20.88,1.0
1535,23,Other,Postgraduate,4.68,3.83,2.01,3.61,1.79,7.95,6.01,116,4,1,0,Poor,10,40.1,26.93,52.91,39.16
1536,21,Male,Undergraduate,4.46,1.21,4.09,0.4,2.76,6.01,4.6,37,353,0,1,Average,2,18.85,52.01,17.17,1.0
1537,22,Female,Undergraduate,4.49,0.75,2.73,3.63,0.07,6.81,9.63,148,141,0,0,Good,7,23.49,31.98,47.48,28.68
1538,23,Female,Undergraduate,5.6,1.96,1.45,3.83,0.0,6.46,7.22,108,122,1,1,Average,10,41.59,56.49,53.41,23.17
1539,23,Female,High School,3.54,1.41,1.23,4.4,0.61,7.51,9.92,128,383,0,1,Poor,10,29.85,50.15,43.59,21.31
1540,18,Other,Postgraduate,5.51,2.88,0.88,1.26,1.78,7.8,11.04,51,248,0,0,Good,10,43.38,36.82,66.34,36.12
1541,17,Female,High School,7.85,0.89,2.99,2.99,0.99,6.46,12.74,135,42,0,0,Poor,1,32.14,43.54,45.52,26.17
1542,22,Male,Postgraduate,2.32,1.44,2.33,5.49,0.0,8.16,12.58,80,152,0,0,Average,3,4.36,23.46,17.02,14.06
1543,16,Other,Postgraduate,6.09,0.3,2.03,2.81,0.41,8.03,10.08,21,258,0,0,Poor,9,44.48,34.2,69.61,40.66
1544,21,Male,Postgraduate,3.0,4.89,3.03,1.12,0.0,7.46,9.48,95,258,1,0,Poor,8,48.34,44.02,39.73,22.78
1545,18,Male,High School,6.15,2.22,4.26,2.52,1.02,8.29,11.19,132,168,1,1,Good,4,36.15,51.62,39.14,20.66
1546,22,Female,Undergraduate,6.83,2.41,1.28,2.53,0.4,7.91,5.33,25,57,0,0,Average,10,53.69,10.91,73.47,59.59
1547,17,Female,Postgraduate,6.64,2.08,0.9,4.09,0.0,4.86,5.69,20,97,1,1,Poor,10,32.08,78.79,54.35,19.41
1548,21,Other,Undergraduate,3.04,3.4,2.72,4.33,1.5,7.26,5.25,29,314,1,0,Poor,2,18.31,42.82,14.18,1.84
1549,18,Male,Undergraduate,1.85,1.47,1.47,6.56,0.0,7.45,6.85,95,178,1,0,Good,7,23.52,54.3,21.26,15.15
1550,21,Other,Postgraduate,6.53,2.06,3.2,2.29,0.77,7.48,7.15,135,404,0,1,Average,9,52.58,32.17,64.5,38.74
1551,22,Male,Postgraduate,4.67,1.39,3.38,2.19,1.61,7.11,9.5,131,404,1,1,Poor,5,26.48,74.26,25.92,3.96
1552,20,Female,Postgraduate,5.43,2.61,2.39,2.72,0.48,10.0,9.67,37,391,0,1,Average,3,31.66,40.13,38.75,24.11
1553,17,Other,Postgraduate,0.36,0.32,0.4,1.67,0.0,8.2,8.4,12,205,1,0,Average,10,34.85,45.18,29.57,31.61
1554,24,Other,Undergraduate,3.65,1.67,1.94,2.21,2.42,8.15,2.42,106,377,1,0,Poor,1,25.72,25.34,34.24,13.38
1555,23,Male,High School,5.08,2.44,2.06,3.51,2.51,8.51,8.61,52,65,0,0,Poor,10,40.57,22.94,56.72,34.5
1556,23,Female,Undergraduate,2.68,1.35,2.37,4.44,2.33,9.11,7.17,57,96,1,0,Good,7,20.96,32.11,39.06,17.15
1557,16,Female,Undergraduate,4.04,2.31,0.59,3.22,1.06,5.35,8.99,29,95,1,0,Poor,3,20.41,56.62,25.41,7.93
1558,17,Male,Postgraduate,6.42,1.91,0.53,3.64,2.35,8.61,5.46,77,232,0,1,Poor,6,35.83,26.55,57.79,43.59
1559,23,Other,Undergraduate,3.3,2.21,1.78,1.81,3.05,7.67,6.22,84,248,1,0,Average,6,34.35,35.51,32.22,15.14
1560,20,Female,Undergraduate,4.19,4.04,1.12,3.17,3.68,8.04,8.29,21,329,0,0,Good,3,31.07,32.07,32.58,21.97
1561,21,Female,Undergraduate,4.09,0.66,1.65,2.67,0.16,5.96,8.27,6,359,0,1,Average,2,15.53,60.84,11.61,1.0
1562,18,Male,High School,7.99,3.06,2.01,2.95,0.0,7.31,7.59,83,297,1,0,Average,4,35.99,47.87,56.82,31.91
1563,17,Female,High School,7.41,4.46,1.18,4.67,1.5,6.62,4.4,52,237,0,0,Average,10,51.4,40.34,74.62,44.65
1564,16,Female,Postgraduate,4.94,4.27,0.55,1.25,0.0,7.32,8.76,120,91,1,1,Poor,4,38.86,50.47,29.19,15.21
1565,23,Other,High School,3.56,2.68,3.12,4.87,1.99,6.47,1.46,93,243,1,0,Poor,7,21.86,40.41,44.95,11.33
1566,18,Male,Postgraduate,5.1,0.76,0.0,3.13,1.01,5.54,9.36,19,347,1,1,Good,8,30.75,80.34,35.83,7.67
1567,22,Male,Undergraduate,5.75,0.88,1.57,2.49,0.75,6.79,10.18,109,368,1,1,Poor,4,23.04,68.67,31.88,8.75
1568,19,Male,Undergraduate,4.04,3.38,1.35,2.53,0.88,5.24,5.06,29,52,0,1,Good,1,24.33,56.11,19.33,5.77
1569,25,Female,High School,4.57,4.57,2.04,4.88,1.14,7.15,10.46,59,470,0,0,Poor,9,33.71,40.91,55.42,34.5
1570,25,Other,High School,3.46,3.02,1.79,3.06,2.36,8.39,6.97,130,472,0,1,Average,8,27.86,42.52,41.7,27.81
1571,24,Male,High School,6.32,2.85,2.49,4.8,0.63,8.8,2.4,74,323,0,0,Poor,7,42.72,13.55,63.34,47.08
1572,19,Other,High School,7.35,4.09,2.58,2.04,2.08,8.77,5.77,82,428,1,0,Poor,7,52.83,36.66,71.7,44.65
1573,25,Other,High School,3.13,3.81,3.43,4.61,5.15,5.24,7.78,139,146,0,1,Poor,6,2.97,68.0,12.95,1.0
1574,24,Female,Postgraduate,3.52,1.75,6.0,3.72,1.65,8.08,8.62,147,255,0,1,Average,8,28.93,36.09,44.64,25.29
1575,22,Male,Undergraduate,4.2,2.66,1.24,3.36,2.33,5.98,5.48,103,358,1,1,Average,3,20.77,56.84,22.77,8.28
1576,25,Other,Undergraduate,1.02,3.02,0.73,2.21,0.19,5.52,7.62,73,240,1,0,Average,10,37.09,52.24,29.76,19.53
1577,17,Female,Undergraduate,7.91,4.33,0.0,1.9,1.1,4.0,8.05,123,128,0,0,Average,5,49.06,50.74,62.19,41.54
1578,16,Male,Undergraduate,5.54,2.41,0.27,3.81,1.45,8.34,7.57,69,50,1,1,Good,8,32.13,42.28,50.21,32.36
1579,21,Other,High School,4.1,1.31,2.76,2.8,1.82,5.44,3.79,106,3,1,0,Average,3,21.95,45.24,20.18,10.04
1580,20,Female,High School,1.62,4.19,2.62,3.64,0.0,8.59,5.98,83,285,0,0,Good,7,27.22,27.25,35.23,14.46
1581,18,Female,Postgraduate,5.89,2.58,1.39,3.1,2.14,6.72,7.11,5,78,0,1,Average,5,33.23,41.05,50.47,22.47
1582,21,Female,Postgraduate,2.99,1.47,2.19,1.41,1.1,5.83,5.25,101,151,0,1,Average,4,17.66,48.03,18.12,9.94
1583,18,Female,Undergraduate,5.63,3.3,1.95,1.61,2.33,7.14,5.45,126,26,1,1,Good,8,34.42,42.17,58.46,31.2
1584,23,Female,High School,2.82,1.66,2.18,1.63,0.0,7.68,9.8,49,53,0,0,Good,1,22.06,29.09,16.27,10.24
1585,19,Other,Postgraduate,1.1,3.94,1.95,1.97,0.32,7.67,5.46,149,484,0,0,Good,7,32.48,32.1,32.99,11.51
1586,21,Female,Postgraduate,3.78,3.11,2.34,1.51,0.0,7.69,1.0,52,214,0,0,Average,6,37.34,10.16,49.59,35.93
1587,21,Female,High School,5.74,0.17,2.9,4.19,2.32,6.1,10.41,6,319,0,1,Poor,1,7.36,75.73,15.73,1.09
1588,22,Male,High School,3.29,1.26,3.57,2.71,1.25,6.72,11.9,81,302,1,1,Average,6,19.25,72.26,26.54,10.59
1589,18,Female,Postgraduate,5.88,1.83,1.9,3.39,0.89,6.32,6.77,69,294,0,0,Good,6,31.78,25.99,48.81,28.06
1590,24,Male,Postgraduate,6.36,5.0,1.34,1.96,1.79,6.28,6.8,127,24,0,0,Good,9,45.68,29.94,71.21,48.0
1591,22,Male,Undergraduate,1.76,3.17,2.84,1.46,1.89,7.18,6.53,132,209,1,1,Good,2,24.7,48.51,5.83,4.0
1592,19,Female,Undergraduate,3.46,2.37,2.57,4.4,0.26,5.19,4.75,96,223,0,1,Good,1,17.44,52.95,14.37,1.64
1593,24,Other,Postgraduate,2.38,1.93,3.48,3.92,1.31,6.01,7.81,142,287,0,0,Poor,10,27.38,40.56,40.21,15.19
1594,17,Male,Postgraduate,5.5,4.18,1.86,5.12,1.05,6.62,3.89,0,439,1,0,Average,5,27.21,50.9,43.08,25.47
1595,23,Male,High School,3.32,3.43,1.64,2.36,0.21,8.08,8.97,143,247,1,0,Good,9,42.77,39.66,47.05,18.0
1596,21,Male,Postgraduate,2.41,1.13,1.72,2.01,3.05,7.36,5.23,124,28,1,0,Average,5,24.17,30.28,35.15,25.86
1597,16,Male,High School,7.73,0.0,2.55,2.86,0.0,9.61,3.7,32,28,1,1,Good,6,40.14,38.76,63.79,40.81
1598,18,Male,Undergraduate,5.77,2.44,2.06,3.81,0.0,4.75,7.56,131,51,1,1,Poor,1,18.12,72.31,22.25,3.03
1599,16,Female,Postgraduate,6.01,1.81,0.12,5.1,2.66,7.23,5.69,140,113,0,1,Good,7,33.06,31.6,52.85,24.45
1600,20,Other,Undergraduate,5.38,0.73,1.15,4.7,1.91,6.49,4.34,132,140,1,0,Good,9,29.54,33.06,56.9,33.43
1601,20,Other,High School,2.8,2.15,1.39,3.75,1.4,8.49,11.19,29,335,0,1,Good,6,17.93,57.22,14.41,8.57
1602,23,Male,Postgraduate,4.59,2.63,2.84,1.85,2.31,5.62,10.6,78,86,0,0,Average,4,25.01,42.41,34.9,14.53
1603,22,Female,High School,3.22,3.11,0.86,4.43,2.75,7.24,1.26,131,76,1,0,Good,2,28.64,28.05,35.35,28.91
1604,23,Male,Postgraduate,6.73,2.92,1.68,2.35,0.0,6.44,6.67,53,199,1,1,Good,7,41.15,67.06,50.25,28.91
1605,22,Female,Postgraduate,4.51,1.68,1.79,2.57,1.02,7.25,6.09,93,135,1,1,Good,2,21.08,43.89,23.87,11.01
1606,23,Other,High School,4.13,0.7,3.31,5.02,1.88,7.01,7.42,27,98,0,0,Average,10,31.53,26.42,62.95,36.74
1607,24,Other,High School,4.54,2.37,0.33,0.0,2.25,5.41,6.29,52,171,0,1,Poor,2,26.53,53.11,29.37,9.16
1608,18,Other,High School,5.53,4.14,2.53,3.08,1.97,5.66,9.78,100,196,0,1,Poor,5,31.04,51.32,39.67,10.36
1609,20,Female,High School,7.54,2.61,2.08,2.41,2.69,7.22,6.71,135,76,1,0,Good,1,27.86,33.43,51.4,25.27
1610,19,Male,Undergraduate,5.16,5.93,2.15,3.26,0.35,8.07,10.24,78,30,0,0,Good,7,41.88,32.52,53.21,40.77
1611,20,Other,High School,5.65,1.71,4.31,2.63,1.22,5.87,8.02,25,303,0,1,Poor,7,39.01,51.5,43.88,19.57
1612,20,Male,High School,8.37,3.49,1.33,2.38,0.09,8.9,5.19,67,183,1,0,Average,9,49.53,26.6,69.64,39.99
1613,22,Male,High School,4.71,2.27,0.94,2.81,0.53,4.98,8.94,137,475,0,0,Good,3,25.33,45.49,30.48,17.51
1614,21,Other,Postgraduate,5.22,1.66,2.48,0.73,1.85,6.69,9.4,131,228,0,1,Average,2,27.38,42.93,36.54,3.76
1615,22,Male,Undergraduate,2.62,1.61,2.25,3.29,0.41,6.75,4.07,100,170,0,0,Average,1,16.33,23.35,15.12,8.2
1616,21,Male,Undergraduate,4.4,3.83,0.62,3.18,2.72,8.43,6.91,7,67,0,1,Good,6,31.46,28.49,51.07,33.7
1617,17,Male,High School,2.32,2.36,1.7,3.27,2.76,8.37,7.94,111,406,1,0,Average,8,22.64,37.31,38.93,14.38
1618,24,Female,High School,4.65,5.34,2.22,0.76,0.04,7.11,11.01,97,149,1,0,Good,6,38.55,53.07,31.7,15.72
1619,18,Female,High School,3.56,1.19,2.02,2.12,0.0,8.28,8.9,78,317,1,0,Average,4,22.09,42.31,23.32,8.81
1620,21,Other,Undergraduate,5.94,1.71,0.0,3.79,2.85,6.43,6.34,34,325,1,1,Good,5,23.8,58.56,39.67,22.82
1621,18,Other,Postgraduate,3.24,3.15,1.91,3.83,0.0,8.05,3.64,124,190,0,1,Average,4,21.1,33.16,21.21,8.99
1622,22,Female,High School,3.38,4.52,2.77,3.78,2.38,5.87,6.21,94,483,0,0,Poor,2,15.63,43.4,13.7,1.0
1623,17,Female,Postgraduate,4.42,0.37,1.51,3.0,0.91,7.0,5.79,109,203,0,1,Average,2,22.35,38.6,24.5,2.59
1624,16,Male,Postgraduate,6.18,1.81,1.6,1.22,0.25,7.06,5.59,59,336,1,1,Poor,3,34.94,56.21,36.19,12.6
1625,21,Other,Postgraduate,7.25,0.95,1.88,0.15,2.7,7.16,6.41,130,464,0,0,Average,10,52.07,38.89,75.21,45.23
1626,18,Other,Postgraduate,2.87,5.17,1.89,3.78,0.0,6.36,2.65,80,339,1,1,Average,9,42.99,61.82,41.85,21.59
1627,18,Female,Undergraduate,4.95,3.22,2.99,0.72,2.15,9.05,7.41,59,264,0,0,Good,8,42.81,15.21,62.33,36.35
1628,20,Female,Postgraduate,4.84,3.17,2.76,3.82,0.74,6.78,4.63,58,5,1,1,Good,5,34.85,53.34,39.58,26.58
1629,20,Female,High School,4.18,0.23,3.64,2.59,0.92,7.66,10.63,8,485,0,1,Good,1,16.18,65.82,1.45,1.0
1630,23,Male,Postgraduate,4.98,1.3,2.79,0.28,2.45,7.37,13.98,81,336,1,0,Poor,1,29.5,51.99,17.91,1.0
1631,22,Male,High School,4.51,2.95,1.27,0.01,2.41,6.04,9.63,20,89,0,0,Good,1,32.5,50.41,30.04,17.98
1632,23,Male,High School,6.96,0.6,4.21,3.02,2.65,5.75,6.52,34,103,0,1,Average,10,37.92,45.38,70.37,36.52
1633,19,Female,Postgraduate,1.88,3.7,0.0,0.3,1.52,8.71,7.87,76,204,0,0,Good,2,22.13,27.16,16.88,1.0
1634,20,Other,Undergraduate,6.7,3.44,2.4,5.89,0.08,8.45,10.48,143,32,1,1,Poor,5,34.56,42.06,48.7,29.57
1635,16,Other,Undergraduate,3.42,2.79,1.65,0.89,0.62,8.14,11.32,73,386,0,1,Average,9,41.83,51.08,51.44,25.74
1636,25,Male,Undergraduate,5.24,2.99,1.48,3.95,1.91,7.5,8.36,34,298,0,1,Average,8,35.61,51.75,53.72,31.01
1637,22,Male,High School,6.3,3.66,1.13,5.19,0.0,7.32,6.47,137,388,1,1,Average,4,25.07,63.36,32.72,2.43
1638,23,Other,Postgraduate,3.7,0.01,1.88,2.89,0.43,6.68,6.81,43,244,1,0,Good,3,15.47,41.69,10.5,8.95
1639,19,Female,High School,5.23,1.86,2.25,5.68,2.22,8.82,9.37,53,475,1,0,Average,5,32.74,43.57,39.95,18.5
1640,24,Male,Postgraduate,2.04,3.17,2.75,2.18,3.55,6.26,7.92,104,318,0,1,Average,4,17.88,46.85,5.07,1.1
1641,24,Female,Postgraduate,5.0,3.55,1.75,1.94,3.68,6.47,6.83,33,197,0,0,Poor,1,17.29,46.51,21.92,11.43
1642,19,Female,Postgraduate,6.56,1.85,2.94,2.81,0.22,7.1,5.43,128,26,1,1,Average,9,51.1,37.6,67.34,41.03
1643,25,Female,Postgraduate,5.56,3.03,3.51,2.79,1.58,5.49,6.0,83,480,0,0,Good,7,33.47,37.82,57.77,27.52
1644,16,Other,Undergraduate,4.91,1.89,2.36,3.95,1.97,8.82,10.33,139,207,0,1,Poor,9,41.14,41.03,56.13,37.69
1645,19,Other,High School,6.9,5.42,3.14,2.39,3.15,5.03,11.42,2,190,1,0,Average,3,27.71,67.76,27.51,11.09
1646,18,Female,Undergraduate,5.2,0.53,1.41,3.08,0.38,6.43,5.7,36,50,0,1,Good,2,21.6,38.88,28.12,7.54
1647,24,Other,Postgraduate,4.44,1.51,1.55,0.54,0.07,9.61,5.94,35,226,0,0,Average,8,44.24,4.01,64.27,52.79
1648,16,Female,Postgraduate,1.78,3.63,1.51,3.88,0.7,8.35,9.12,145,442,0,1,Average,9,42.09,49.58,34.11,23.11
1649,21,Other,High School,3.92,3.22,1.57,2.01,0.5,7.2,6.88,60,145,0,0,Good,5,32.98,26.25,41.67,21.26
1650,22,Female,High School,3.75,0.21,3.22,2.75,1.42,4.52,6.81,82,256,0,0,Poor,10,29.79,47.62,44.89,20.54
1651,17,Other,Postgraduate,5.98,0.51,2.58,3.67,2.76,6.97,4.83,16,130,1,1,Average,2,18.44,47.36,26.33,1.03
1652,23,Male,Undergraduate,4.68,3.39,0.39,3.29,2.58,6.36,8.23,93,360,0,0,Good,9,28.47,49.98,43.98,13.57
1653,17,Male,High School,3.14,4.94,1.3,5.79,2.09,6.7,7.75,142,423,1,1,Poor,2,12.41,57.1,7.08,1.0
1654,19,Female,High School,5.32,2.71,0.0,3.58,2.55,7.17,9.59,131,463,1,1,Good,4,30.52,63.11,32.68,15.06
1655,18,Female,High School,5.63,1.76,2.32,3.99,2.42,5.94,9.88,71,133,1,1,Average,8,28.77,66.72,41.53,14.88
1656,24,Female,Postgraduate,4.6,3.51,2.57,4.03,0.0,6.98,7.57,67,480,1,1,Average,5,30.98,67.41,27.21,13.4
1657,24,Female,Undergraduate,0.89,3.24,2.12,3.24,0.92,6.82,1.0,149,398,0,0,Average,5,25.43,24.08,15.29,22.01
1658,17,Male,Undergraduate,5.31,1.24,2.62,3.81,3.03,8.41,9.83,117,11,1,0,Average,2,19.53,34.94,25.26,7.06
1659,23,Male,Undergraduate,6.94,2.22,1.41,1.44,0.0,7.48,6.57,122,358,1,0,Poor,10,43.34,39.22,76.41,43.86
1660,23,Male,High School,4.29,1.77,3.13,2.57,2.03,5.81,6.56,103,96,0,1,Poor,1,15.04,45.51,6.46,1.0
1661,24,Male,High School,7.73,1.48,0.44,3.37,0.0,7.79,6.58,143,435,0,0,Average,3,35.18,35.61,50.4,29.84
1662,22,Male,High School,3.08,3.42,2.56,1.29,0.0,7.33,9.73,35,120,1,1,Poor,2,20.33,53.5,7.64,1.0
1663,24,Male,Postgraduate,2.91,0.51,0.4,1.13,3.72,8.52,4.96,78,368,0,0,Good,5,14.3,27.44,26.37,12.3
1664,19,Female,Undergraduate,2.97,3.95,1.11,3.76,0.65,8.61,4.59,8,41,1,0,Good,10,46.4,19.11,52.16,37.47
1665,20,Male,High School,4.55,1.68,2.7,2.74,0.92,6.44,8.54,137,72,0,1,Average,5,33.8,45.61,44.66,26.9
1666,22,Female,High School,4.77,2.53,1.2,3.65,1.29,7.94,9.55,94,429,0,0,Average,7,25.87,36.68,43.31,32.7
1667,19,Other,High School,5.4,2.75,2.27,0.0,2.33,6.51,8.67,8,455,0,0,Average,7,36.0,47.87,57.08,30.19
1668,24,Other,Undergraduate,6.66,4.46,3.31,5.81,0.83,6.97,7.97,117,48,0,1,Good,1,33.27,39.09,37.45,18.48
1669,19,Other,Postgraduate,5.12,0.62,3.75,4.07,0.0,8.06,8.32,35,175,1,0,Good,5,21.62,42.18,35.82,11.82
1670,24,Other,Undergraduate,6.01,4.32,3.22,2.22,0.0,6.75,8.0,94,100,1,0,Poor,2,29.87,39.56,37.36,20.25
1671,18,Female,Undergraduate,2.86,2.43,2.63,3.32,0.24,6.09,6.69,105,152,1,0,Good,5,26.22,45.51,29.38,13.18
1672,22,Male,Undergraduate,2.5,3.3,0.93,3.55,0.0,7.26,9.46,135,98,1,1,Good,5,24.17,54.34,24.95,8.11
1673,25,Male,Postgraduate,6.69,2.34,3.09,8.2,0.45,5.73,2.63,104,323,1,1,Good,10,45.24,51.96,65.13,28.16
1674,19,Male,High School,4.23,0.0,2.44,5.03,1.42,7.52,12.69,116,480,1,1,Good,4,18.28,55.85,19.46,1.0
1675,24,Female,High School,2.88,3.42,1.21,4.09,0.0,6.58,8.26,111,203,0,0,Poor,3,19.34,30.84,34.56,24.73
1676,16,Male,Postgraduate,3.02,2.49,1.28,2.09,0.0,6.59,3.46,81,349,0,0,Average,5,34.37,21.97,28.26,23.03
1677,16,Female,Postgraduate,4.62,2.64,2.34,3.21,0.46,6.54,7.09,60,329,0,0,Poor,1,28.71,42.29,24.73,1.82
