student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
730,17,Male,High School,4.19,2.89,3.64,2.23,2.38,6.01,7.85,Average,3,26.43,61.03,27.38,9.19
734,16,Female,High School,5.34,1.56,1.1,0.0,0.52,6.13,8.02,Average,7,40.52,48.76,43.14,28.38
735,22,Male,High School,5.87,2.83,1.86,1.8,0.99,6.76,2.42,Poor,4,26.04,59.48,38.71,16.08
736,18,Female,High School,4.79,2.58,3.81,0.71,2.84,5.65,7.64,Average,4,35.84,67.71,20.14,1.81
738,19,Female,High School,5.03,4.9,1.19,2.57,1.6,4.0,5.33,Poor,2,25.87,68.92,9.54,1.0
739,22,Male,High School,6.97,1.37,2.37,4.92,3.0,5.21,3.47,Average,1,6.82,25.35,23.4,14.78
745,20,Male,High School,0.26,1.42,2.01,2.91,4.39,6.66,2.7,Average,1,8.74,46.86,1.0,1.0
747,16,Female,High School,2.87,1.94,4.1,4.45,3.62,5.91,3.03,Poor,10,30.86,47.03,44.28,11.98
750,17,Other,High School,1.84,1.8,2.89,3.23,2.08,10.0,4.31,Good,7,19.03,18.85,37.21,19.35
755,20,Male,High School,6.83,0.36,3.71,3.42,0.0,7.24,9.16,Average,10,42.61,41.81,61.7,37.52
756,23,Male,High School,7.88,2.22,1.49,2.78,1.69,5.47,3.84,Poor,3,32.35,29.59,48.74,28.54
758,20,Female,High School,2.67,3.49,3.26,3.55,0.94,6.43,4.13,Poor,1,17.06,30.04,16.63,3.09
759,23,Male,High School,2.48,1.82,2.5,1.61,2.92,6.35,6.4,Poor,10,22.07,40.46,36.34,23.37
763,25,Male,High School,5.88,1.15,2.79,4.72,1.49,7.94,6.65,Good,2,24.31,36.55,39.01,10.38
768,17,Male,High School,5.5,0.57,1.2,4.66,3.16,8.45,5.56,Poor,8,27.99,43.77,48.24,18.11
770,20,Male,High School,4.92,2.02,2.77,5.25,0.85,7.52,8.44,Poor,1,18.83,59.91,15.64,1.0
773,18,Male,High School,5.24,3.39,0.02,3.02,0.0,6.8,8.54,Poor,4,20.84,56.12,27.68,2.94
775,25,Male,High School,3.7,3.78,0.74,1.68,2.04,8.23,4.61,Poor,4,35.7,41.22,34.56,24.81
776,16,Other,High School,4.31,4.09,2.7,0.0,3.6,5.87,8.49,Good,8,41.95,71.56,33.26,9.58
780,20,Other,High School,0.18,4.44,2.18,5.34,2.74,5.99,8.63,Poor,2,1.0,67.73,1.0,1.0
781,17,Male,High School,7.56,2.14,2.95,2.75,4.03,7.44,8.07,Good,2,24.61,43.97,39.76,19.59
785,19,Male,High School,6.02,4.46,1.78,5.43,3.1,7.13,6.45,Poor,7,37.53,46.08,50.1,17.18
786,21,Male,High School,6.2,1.23,0.65,3.52,1.01,7.0,6.71,Good,2,23.0,49.56,28.97,8.98
787,18,Female,High School,4.94,4.66,1.43,4.12,0.28,5.4,7.83,Average,4,27.95,72.49,28.1,1.0
788,25,Male,High School,2.66,4.31,1.38,3.12,0.0,8.29,4.91,Average,2,24.09,40.08,12.95,10.01
789,22,Female,High School,3.57,2.33,2.13,4.0,1.6,6.81,8.55,Average,5,17.31,48.84,27.59,6.15
791,25,Female,High School,2.52,3.61,1.64,2.68,3.61,5.99,7.96,Average,2,18.59,51.29,11.93,1.0
801,18,Other,High School,7.23,1.97,3.13,2.8,2.06,6.18,9.83,Poor,7,35.48,53.5,61.49,31.32
802,16,Other,High School,5.49,1.25,3.98,4.93,4.57,9.13,3.47,Average,8,18.87,39.3,49.34,28.41
805,17,Other,High School,2.68,2.71,1.18,1.12,0.67,8.95,3.49,Average,8,38.54,48.07,40.79,21.07
807,18,Male,High School,2.23,2.93,2.87,2.15,0.48,8.95,7.7,Poor,8,37.16,18.48,49.67,37.82
819,20,Other,High School,4.98,3.14,2.46,3.44,1.07,6.45,5.16,Good,2,27.57,38.91,22.49,12.44
821,16,Other,High School,2.42,2.85,2.17,2.99,2.08,8.45,6.9,Good,1,9.8,61.59,1.0,1.0
823,20,Male,High School,6.69,3.04,0.83,3.11,0.58,6.86,6.07,Poor,2,26.83,30.57,43.26,34.22
828,24,Male,High School,0.01,1.69,2.2,4.19,0.6,6.46,5.08,Average,6,22.82,45.79,8.59,9.04
830,24,Male,High School,8.73,2.94,2.35,5.0,1.6,7.97,4.21,Poor,2,23.07,37.64,59.07,32.5
832,22,Other,High School,2.97,1.7,1.45,3.85,1.72,5.85,4.6,Average,6,20.01,69.54,17.27,1.0
833,20,Male,High School,3.95,3.25,1.32,4.71,1.18,6.03,9.11,Good,2,16.55,62.76,8.76,1.0
835,18,Female,High School,10.42,2.1,1.41,3.06,0.1,6.46,10.67,Good,6,53.21,51.47,84.8,43.24
837,20,Male,High School,2.82,2.31,1.03,2.91,3.26,7.81,7.4,Average,1,16.54,55.56,8.72,1.0
838,22,Other,High School,0.65,3.83,1.49,3.41,0.3,4.05,3.4,Good,7,24.06,65.62,11.7,1.0
839,19,Other,High School,3.91,1.72,3.09,4.06,2.51,7.72,1.26,Average,6,23.29,41.29,36.52,23.65
842,25,Male,High School,4.54,3.28,1.49,2.91,2.17,7.13,4.84,Average,3,29.18,33.65,26.3,13.96
845,18,Other,High School,3.37,3.22,2.9,1.35,1.01,5.58,6.43,Poor,7,27.32,44.45,31.13,22.71
846,23,Other,High School,3.01,3.09,3.37,3.08,0.65,7.73,11.73,Poor,1,23.65,62.89,8.48,1.0
850,22,Female,High School,4.52,3.6,0.42,2.41,2.37,7.3,9.02,Average,10,38.83,49.91,54.12,31.12
853,21,Female,High School,4.95,4.06,3.8,2.74,1.79,7.43,2.76,Good,2,19.81,25.27,22.95,9.39
854,19,Male,High School,5.62,3.28,1.52,4.9,3.04,7.98,9.24,Good,7,30.86,49.11,44.14,16.1
858,24,Male,High School,2.77,2.37,2.33,3.66,0.08,7.48,9.01,Poor,4,15.33,48.32,22.66,6.16
859,25,Female,High School,3.45,2.1,0.58,3.33,1.18,6.28,10.56,Good,3,24.55,46.78,18.85,9.89
860,23,Other,High School,4.8,0.71,0.77,3.1,0.11,6.61,8.15,Poor,9,37.5,23.49,60.62,37.12
862,20,Other,High School,1.59,1.81,3.03,2.91,1.74,8.19,5.65,Poor,4,14.37,46.03,13.79,3.38
863,16,Female,High School,4.43,2.2,1.29,0.0,2.4,9.04,6.24,Good,4,31.15,25.55,51.1,26.25
864,24,Female,High School,4.96,0.0,1.42,1.65,0.57,8.01,10.19,Average,3,29.35,27.51,46.03,27.19
865,19,Other,High School,3.05,3.69,1.96,1.51,2.47,6.93,4.54,Good,5,26.33,60.15,32.37,13.14
866,18,Male,High School,2.39,1.74,1.54,3.17,3.32,6.9,11.05,Good,1,10.11,48.68,9.6,4.16
867,19,Female,High School,6.58,2.28,0.0,3.81,2.24,5.95,6.92,Poor,2,25.13,56.58,37.84,19.59
868,22,Other,High School,2.14,0.46,2.75,2.05,1.39,7.92,13.43,Average,10,32.68,50.7,36.6,18.45
876,19,Other,High School,4.32,1.39,0.38,3.4,0.0,7.35,7.28,Average,10,38.95,39.35,54.48,35.37
878,21,Other,High School,5.42,3.73,2.57,2.22,0.94,6.27,6.88,Average,6,38.54,52.54,43.77,23.44
882,18,Other,High School,2.57,3.43,1.16,3.36,2.97,7.59,8.65,Poor,3,19.53,42.79,19.38,9.62
883,17,Other,High School,4.04,1.21,2.74,3.92,0.73,8.03,5.0,Poor,4,23.64,44.22,25.14,14.02
887,17,Other,High School,5.76,1.61,2.2,4.24,3.05,7.5,7.64,Average,10,28.08,50.43,58.22,33.85
888,17,Female,High School,2.67,1.95,2.51,5.46,1.75,7.85,7.01,Good,7,26.75,46.24,35.86,18.67
889,23,Male,High School,4.64,3.26,1.45,1.11,3.07,6.17,6.66,Poor,8,27.6,33.9,49.1,22.46
891,24,Other,High School,7.43,3.28,3.03,4.3,0.67,5.63,8.96,Good,1,30.6,39.99,36.67,16.01
892,25,Female,High School,6.89,3.35,2.49,6.18,0.0,5.21,5.91,Poor,2,19.2,37.93,41.01,20.96
895,19,Male,High School,8.35,1.97,2.85,3.16,1.67,8.77,2.75,Good,5,43.63,18.09,73.77,45.66
896,20,Other,High School,6.18,4.46,1.8,0.0,1.76,6.79,9.19,Poor,6,52.07,51.24,44.16,21.48
899,22,Other,High School,1.99,2.4,1.42,0.71,2.15,7.32,6.61,Good,6,33.93,43.68,29.11,20.05
904,23,Female,High School,2.89,1.26,2.51,3.38,0.04,6.83,6.44,Good,1,7.21,45.8,4.85,1.0
907,20,Other,High School,6.56,1.99,3.59,3.05,1.53,5.83,8.61,Poor,4,29.22,62.74,36.81,18.25
910,17,Other,High School,2.6,1.95,3.41,3.67,2.68,6.86,4.7,Poor,10,28.59,62.17,30.27,10.82
912,16,Female,High School,4.75,2.24,3.53,2.67,4.41,5.82,6.85,Poor,1,19.95,59.51,23.06,4.52
914,22,Male,High School,4.42,0.88,1.58,4.76,1.49,7.16,6.9,Poor,9,32.67,37.61,53.88,37.27
916,23,Male,High School,5.93,4.08,2.87,3.05,0.7,6.35,6.58,Poor,8,40.3,45.75,59.73,34.56
920,22,Other,High School,5.85,0.64,1.57,2.3,2.34,5.9,13.86,Average,8,32.82,54.31,53.42,18.54
922,16,Male,High School,7.42,1.3,1.63,2.61,1.72,6.75,5.0,Poor,10,37.16,41.51,67.03,33.39
924,24,Male,High School,0.81,1.75,1.77,2.68,0.0,5.26,5.46,Good,7,19.82,47.99,13.49,1.0
925,22,Male,High School,6.5,1.28,1.81,3.52,1.74,8.25,8.46,Good,4,29.55,23.67,45.09,28.06
928,20,Male,High School,3.42,0.54,2.08,4.13,1.53,7.98,5.49,Average,3,14.52,14.66,23.64,16.99
933,16,Female,High School,5.55,2.32,2.73,2.53,0.0,4.96,3.55,Poor,1,24.92,40.21,29.77,12.98
936,22,Male,High School,5.83,2.77,1.92,1.34,1.53,8.69,9.53,Good,3,22.73,48.57,34.67,9.29
938,21,Other,High School,7.16,3.52,1.42,4.19,1.81,5.95,6.0,Average,6,29.65,59.21,46.11,22.28
945,24,Male,High School,5.86,3.27,1.98,3.55,2.42,6.59,8.65,Poor,1,28.21,65.01,22.92,13.27
947,25,Other,High School,5.96,3.01,2.26,4.66,1.79,5.58,6.17,Average,3,28.9,69.87,31.99,3.54
948,17,Female,High School,2.59,4.38,2.09,1.03,2.16,5.67,10.07,Poor,8,35.65,67.45,25.05,1.0
950,25,Other,High School,5.62,2.21,1.1,4.56,0.0,7.33,7.32,Good,9,43.36,31.28,60.66,42.86
951,19,Male,High School,2.7,2.78,3.9,3.04,0.7,6.81,8.8,Good,4,28.61,61.93,13.89,12.06
954,20,Female,High School,7.5,0.94,1.25,3.46,1.32,8.69,8.07,Good,2,36.37,47.86,38.07,17.55
956,16,Male,High School,2.76,1.52,1.08,1.22,0.0,8.09,7.96,Good,4,27.65,25.45,31.28,15.2
957,22,Female,High School,5.41,2.78,1.79,2.45,4.02,7.13,8.12,Average,3,25.06,44.43,32.14,12.36
958,24,Female,High School,2.64,3.13,1.26,3.2,1.05,7.44,11.15,Average,8,33.2,42.34,37.18,22.82
961,16,Other,High School,4.93,2.74,2.19,0.13,0.34,6.91,5.3,Average,6,37.15,55.18,34.92,25.99
966,22,Male,High School,7.87,3.98,2.94,1.83,0.57,6.67,10.35,Poor,1,45.98,37.02,46.73,35.12
968,18,Female,High School,3.22,3.2,3.1,2.4,0.03,6.65,8.6,Average,9,34.28,52.42,31.59,18.9
974,19,Female,High School,6.04,1.73,1.22,3.38,0.04,6.9,6.92,Poor,9,34.39,49.27,50.23,34.28
975,19,Other,High School,5.28,2.13,0.81,1.15,2.84,8.93,2.79,Poor,2,31.11,32.49,35.29,18.94
979,21,Male,High School,4.31,1.9,1.48,0.46,1.85,6.34,7.65,Good,5,27.43,49.17,40.77,16.79
980,18,Male,High School,1.58,1.19,1.91,5.42,2.53,6.26,8.9,Average,2,8.47,67.97,1.0,1.0
981,20,Other,High School,5.43,4.81,2.95,4.19,2.63,7.19,2.92,Average,8,29.99,27.33,56.61,41.74
982,22,Male,High School,4.82,3.83,4.39,3.09,0.34,8.33,4.09,Poor,10,41.5,24.52,61.78,32.64
983,25,Other,High School,6.25,4.74,2.3,5.6,4.55,6.94,5.09,Average,8,32.44,37.75,66.98,41.84
986,21,Other,High School,2.31,1.57,1.16,2.67,1.41,7.87,6.75,Good,1,16.86,47.02,4.62,1.0
989,23,Female,High School,6.45,1.43,0.16,2.72,0.88,7.5,6.82,Average,10,51.76,49.74,69.66,35.19
1004,21,Male,High School,3.88,3.0,1.8,0.01,2.7,6.39,7.87,Average,1,24.22,35.73,27.08,8.28
1006,17,Other,High School,4.79,1.7,2.16,3.41,0.0,5.6,2.46,Good,8,36.41,60.65,47.39,25.99
1007,21,Other,High School,3.18,2.91,2.82,4.99,2.27,7.34,3.97,Poor,7,29.82,33.21,42.64,27.92
1012,20,Male,High School,3.34,3.74,2.79,1.59,0.46,5.81,1.0,Average,8,40.42,35.95,42.16,27.2
1016,20,Other,High School,4.24,0.87,2.95,4.36,0.0,5.44,4.9,Average,1,13.03,51.46,14.76,5.07
1018,25,Female,High School,5.4,3.4,1.64,4.66,1.69,7.4,9.5,Average,9,42.51,40.57,60.64,28.55
1024,24,Other,High School,7.31,3.32,0.0,2.19,2.21,5.61,10.89,Good,10,45.46,64.29,72.53,32.61
1027,16,Male,High School,2.97,5.33,2.75,6.71,2.18,6.49,1.0,Good,3,16.66,26.75,33.94,18.03
1028,18,Male,High School,2.88,2.75,2.89,3.69,1.16,5.93,7.69,Poor,10,38.99,40.59,40.98,29.85
1036,23,Male,High School,3.56,3.16,2.33,1.44,2.96,6.16,4.27,Poor,5,33.6,67.7,32.61,14.99
1037,18,Male,High School,6.4,3.95,3.65,5.53,0.0,6.4,9.64,Average,3,31.19,38.2,43.2,17.78
1039,16,Female,High School,2.18,0.34,3.15,2.96,2.15,5.43,12.51,Good,6,21.06,62.35,19.78,2.55
1042,18,Male,High School,0.76,2.43,2.7,3.24,2.47,5.92,8.09,Average,8,19.63,47.95,25.85,11.13
1043,18,Male,High School,6.0,1.94,0.85,3.35,1.49,6.67,6.93,Average,6,34.53,33.6,55.49,28.14
1044,23,Male,High School,5.12,2.79,2.64,2.47,4.15,6.94,8.29,Poor,10,37.62,35.4,72.51,30.9
1046,17,Female,High School,4.38,2.25,2.45,2.83,0.79,6.33,7.03,Poor,5,26.6,44.75,27.36,11.62
1049,23,Other,High School,7.48,1.76,1.24,3.19,1.25,7.58,5.28,Poor,8,39.56,36.13,69.22,53.57
1050,21,Male,High School,4.5,1.15,3.6,2.0,0.0,7.91,8.36,Good,5,30.93,51.09,28.19,17.84
1052,16,Female,High School,10.8,1.48,3.28,3.11,0.99,5.87,2.59,Good,4,40.58,61.76,61.49,26.16
1053,18,Female,High School,4.62,2.93,2.09,0.61,0.38,6.85,3.86,Good,7,33.7,49.52,50.97,27.52
1056,20,Male,High School,5.06,1.4,2.57,3.23,1.72,7.57,7.29,Good,10,30.69,49.63,61.26,32.94
1058,17,Other,High School,5.3,0.32,3.79,6.84,0.51,7.33,6.72,Average,2,5.83,53.65,22.09,1.0
1060,21,Female,High School,1.52,2.3,1.32,4.25,1.89,8.28,9.2,Average,9,26.19,30.72,35.3,19.94
1066,19,Male,High School,1.99,0.99,3.1,2.77,1.48,7.82,7.95,Good,6,25.35,31.43,27.78,9.93
1067,22,Male,High School,3.35,1.38,0.89,2.33,2.57,7.64,1.0,Poor,1,14.37,11.05,13.54,8.05
1071,16,Male,High School,1.86,5.11,1.58,2.94,1.72,8.45,9.31,Poor,7,33.0,49.12,21.31,10.1
1075,17,Female,High School,8.18,2.95,1.37,4.88,1.1,6.68,7.48,Average,2,32.72,45.94,49.77,31.96
1078,22,Male,High School,3.08,3.24,3.21,3.45,0.15,6.54,8.95,Average,8,35.4,67.66,34.73,10.58
1079,24,Male,High School,4.82,2.38,0.34,3.25,2.11,6.49,5.13,Poor,9,32.04,30.41,52.56,28.41
1085,24,Female,High School,4.28,2.43,1.78,2.19,1.55,9.93,3.04,Poor,9,47.93,29.86,58.2,31.65
1088,24,Other,High School,4.77,1.87,3.79,5.67,1.55,6.27,5.97,Poor,3,12.27,50.25,26.03,1.28
1089,25,Other,High School,1.12,2.01,1.58,4.18,0.54,8.19,12.09,Average,9,23.31,57.73,31.96,1.0
1090,24,Male,High School,4.51,3.44,2.92,4.78,1.12,6.22,8.83,Poor,3,14.79,65.74,5.88,1.87
1092,19,Male,High School,2.29,2.99,1.51,2.64,0.4,6.2,10.78,Average,8,30.06,31.91,39.98,23.63
1099,18,Other,High School,1.34,4.17,0.86,3.24,3.24,10.0,9.45,Good,4,21.23,31.09,18.54,14.46
1103,21,Female,High School,4.17,3.35,1.3,0.74,1.02,6.03,6.65,Good,7,31.75,56.5,41.08,11.06
1104,20,Male,High School,6.78,1.62,1.92,2.26,3.81,5.7,9.45,Poor,8,28.95,50.8,55.56,20.43
1106,16,Male,High School,7.9,3.22,4.14,1.41,2.03,9.69,7.19,Average,10,58.08,25.29,75.81,51.69
1116,19,Other,High School,6.0,2.66,1.14,3.38,0.99,6.75,5.11,Poor,4,23.53,37.93,42.4,12.74
1117,17,Other,High School,4.96,4.1,4.24,3.95,0.0,5.15,6.58,Good,9,33.87,61.92,49.71,19.9
1127,25,Female,High School,2.13,2.9,1.58,3.81,1.23,8.91,7.28,Good,4,24.84,21.18,20.42,13.69
1131,19,Other,High School,7.03,2.55,1.86,4.22,1.14,7.96,7.04,Poor,5,39.69,52.98,50.61,25.68
1132,25,Other,High School,2.01,4.32,1.93,4.39,0.4,6.42,10.99,Good,7,25.55,50.68,29.74,8.33
1136,24,Female,High School,3.88,3.98,1.85,1.23,2.06,6.69,6.79,Poor,1,22.29,41.6,20.88,9.83
1138,22,Male,High School,4.2,2.17,3.64,0.92,4.06,5.59,9.43,Average,9,21.13,63.54,41.02,13.7
1142,20,Female,High School,6.71,3.26,1.49,5.98,2.64,6.34,8.06,Poor,5,37.53,54.25,45.83,33.61
1148,21,Male,High School,5.02,1.01,3.56,0.91,1.03,7.39,7.7,Average,2,27.39,42.79,27.13,16.54
1154,20,Female,High School,4.51,2.6,0.99,2.55,0.85,6.69,8.76,Poor,4,25.93,60.02,27.3,5.47
1155,20,Other,High School,6.42,0.26,1.71,6.09,2.78,6.59,7.63,Good,8,25.69,54.2,52.59,23.9
1160,22,Other,High School,4.42,1.06,3.38,2.98,2.56,6.36,5.63,Average,1,6.35,37.76,15.52,1.0
1161,22,Other,High School,3.37,2.26,0.7,4.01,0.57,8.52,12.39,Poor,8,39.62,47.07,36.34,21.37
1167,19,Female,High School,3.54,3.21,2.42,2.15,4.28,6.94,1.95,Good,7,28.73,61.68,24.36,2.7
1171,17,Other,High School,1.84,3.18,1.46,0.61,1.52,9.01,5.62,Average,8,38.6,34.44,31.49,29.36
1180,23,Male,High School,3.6,2.61,0.53,1.76,2.04,8.84,1.98,Good,2,29.97,32.83,28.09,11.61
1188,24,Male,High School,3.62,4.12,0.96,3.0,1.47,7.79,10.58,Poor,2,20.09,51.42,25.79,12.83
1192,20,Male,High School,8.61,0.37,2.23,1.69,2.6,6.62,4.96,Average,1,23.41,53.59,36.36,11.48
1195,23,Other,High School,6.83,2.21,2.36,3.04,0.36,8.3,8.81,Good,6,33.0,37.17,52.23,35.89
1196,19,Other,High School,2.61,1.17,1.98,2.72,0.57,6.32,12.19,Average,6,25.51,49.97,22.19,13.82
1198,24,Male,High School,5.04,3.11,2.71,3.2,3.29,6.65,5.64,Good,7,30.67,35.47,47.56,26.02
1209,22,Other,High School,5.55,2.77,1.82,2.75,0.0,8.97,6.68,Average,10,50.33,37.92,71.95,48.27
1210,20,Male,High School,5.46,0.91,3.65,1.66,3.44,5.86,6.67,Poor,10,46.72,52.17,57.91,36.31
1212,16,Other,High School,1.27,1.85,2.44,2.76,3.5,8.35,9.5,Poor,7,24.9,32.1,18.99,13.56
1219,16,Male,High School,4.53,1.29,3.18,1.15,2.04,6.3,3.99,Good,2,26.28,57.52,30.96,9.88
1235,16,Male,High School,3.14,1.82,1.11,2.82,1.5,8.39,7.68,Poor,4,26.12,34.27,31.58,20.21
1236,25,Other,High School,4.21,4.54,2.86,4.08,0.86,5.71,6.11,Average,3,36.42,34.01,36.65,32.86
1237,16,Male,High School,6.05,1.65,0.75,1.67,2.92,6.34,4.28,Average,7,38.08,56.79,47.37,21.22
1240,23,Female,High School,3.18,1.51,2.33,3.3,2.56,9.52,10.78,Good,6,21.43,47.09,27.83,17.3
1241,23,Male,High School,5.02,3.32,3.18,2.05,0.0,6.31,11.51,Good,9,48.21,58.47,50.34,34.87
1242,23,Female,High School,3.26,1.17,1.37,2.6,3.13,5.75,12.44,Poor,10,15.41,81.64,24.56,1.0
1244,18,Other,High School,5.76,1.52,3.13,1.99,1.25,6.46,4.07,Poor,2,21.43,50.67,23.21,4.35
1245,17,Male,High School,5.7,2.18,0.14,2.69,1.21,6.05,11.77,Average,8,28.59,56.42,48.97,27.43
1247,19,Other,High School,2.57,0.0,4.2,2.99,1.19,6.99,12.71,Average,10,37.93,56.89,48.44,34.99
1254,19,Female,High School,3.71,1.27,3.04,2.39,3.09,5.98,6.18,Good,3,17.81,51.6,17.75,3.61
1256,16,Female,High School,5.85,5.04,1.87,3.6,2.79,6.11,8.96,Good,10,42.1,45.89,67.15,37.83
1261,16,Male,High School,6.03,3.55,3.1,5.25,3.49,7.19,6.17,Poor,8,32.71,34.4,57.89,31.27
1263,23,Female,High School,2.19,1.12,2.41,1.74,1.13,6.58,2.49,Average,1,11.64,55.05,1.0,1.0
1266,21,Female,High School,2.92,0.65,3.04,0.9,2.43,6.51,8.64,Good,7,35.41,64.69,29.6,18.0
1268,16,Male,High School,4.48,3.48,1.63,2.35,1.87,8.34,6.28,Good,9,44.23,47.4,58.06,26.82
1270,22,Male,High School,5.52,1.3,1.03,2.06,2.04,7.65,9.63,Poor,4,28.38,46.86,25.65,9.61
1271,25,Female,High School,7.3,4.2,2.73,1.87,3.16,8.07,4.89,Poor,8,36.26,12.09,70.98,45.75
1273,16,Male,High School,7.36,2.87,2.82,2.81,2.05,8.16,6.34,Poor,4,38.14,32.75,55.53,28.9
1274,21,Male,High School,2.33,4.18,0.85,2.04,1.2,8.32,6.97,Average,6,29.21,55.19,31.8,16.25
1276,24,Female,High School,2.58,3.71,1.56,1.27,4.24,6.85,9.15,Good,10,35.99,36.45,52.21,27.64
1277,23,Other,High School,6.92,0.35,3.02,2.3,2.17,10.0,9.53,Poor,6,40.42,24.98,65.03,43.59
1278,17,Male,High School,2.64,2.41,1.38,4.37,1.84,6.22,8.46,Good,3,10.69,38.43,5.47,1.0
1281,25,Other,High School,1.6,1.22,2.2,5.84,1.54,7.6,8.09,Average,6,16.47,31.44,26.69,12.33
1282,17,Female,High School,7.82,0.42,1.45,2.76,5.64,7.53,5.16,Average,10,39.99,32.02,70.92,34.51
1285,17,Female,High School,3.47,2.81,1.02,3.4,1.49,7.29,10.49,Average,4,17.08,63.28,16.76,7.52
1290,18,Female,High School,1.71,2.34,2.24,4.33,1.4,5.41,9.19,Poor,9,24.16,36.23,38.68,7.61
1291,17,Female,High School,2.03,2.29,2.85,1.05,0.09,8.77,8.1,Good,4,29.19,40.5,19.57,18.99
1292,20,Female,High School,1.76,2.73,1.5,1.49,2.5,6.45,10.68,Good,4,15.96,57.47,6.32,1.0
1294,17,Female,High School,2.41,2.1,0.6,2.99,0.97,5.99,8.27,Average,8,26.35,46.46,32.95,15.81
1295,19,Female,High School,3.36,4.01,2.9,4.04,2.16,6.96,9.59,Average,2,16.16,69.65,6.04,1.0
1296,23,Female,High School,4.15,2.42,0.72,2.19,0.79,7.11,11.52,Good,1,21.01,69.64,18.71,1.0
1302,16,Other,High School,1.24,3.77,1.89,0.82,2.63,7.26,2.19,Poor,5,28.56,39.23,15.78,11.56
1314,18,Male,High School,2.19,1.01,0.54,1.89,2.26,9.02,7.61,Good,7,33.92,47.26,32.33,16.76
1320,16,Male,High School,4.5,1.76,1.54,4.72,2.7,6.47,7.73,Good,2,19.42,63.95,12.45,1.18
1322,19,Other,High School,1.8,1.38,2.13,2.99,3.13,7.4,9.8,Good,3,20.68,64.67,1.17,1.0
1326,16,Male,High School,5.11,3.44,2.4,3.3,2.53,8.36,4.37,Poor,3,19.78,14.89,37.83,15.27
1327,18,Male,High School,5.39,3.91,3.17,3.42,2.1,6.03,6.37,Good,5,30.6,55.66,39.17,9.78
1329,20,Female,High School,2.46,2.12,1.61,2.19,0.0,5.42,8.19,Good,10,35.27,57.55,42.08,22.86
1333,20,Male,High School,4.54,2.12,2.22,3.47,2.49,5.42,6.29,Average,3,20.07,51.43,24.97,8.37
1334,25,Female,High School,6.62,4.17,1.57,3.99,1.85,8.15,10.88,Poor,10,46.26,31.75,65.21,45.29
1336,18,Male,High School,3.12,2.84,0.47,1.67,1.32,6.03,2.2,Good,6,28.54,51.92,24.4,14.86
1337,17,Other,High School,1.88,2.37,1.72,4.37,2.68,8.24,7.64,Average,9,22.71,43.79,36.58,13.22
1338,22,Male,High School,7.49,2.55,1.71,4.08,2.01,7.3,8.85,Poor,10,43.76,56.29,64.68,39.56
1340,18,Female,High School,1.61,2.45,2.76,1.53,1.13,9.17,7.36,Poor,4,14.28,19.36,26.2,9.58
1341,24,Other,High School,6.53,0.49,1.55,5.88,0.07,8.11,12.73,Poor,3,22.65,29.78,50.47,17.88
1344,17,Male,High School,3.13,1.93,2.07,2.58,2.5,7.54,4.84,Good,2,15.5,18.7,18.8,12.69
1349,17,Other,High School,3.07,1.43,1.7,2.83,0.0,7.45,10.2,Good,3,19.7,45.52,23.76,4.97
1353,22,Female,High School,4.33,2.47,3.58,0.91,1.39,7.79,4.4,Average,6,30.9,37.84,43.14,31.1
1354,17,Female,High School,4.48,1.62,1.16,3.33,2.58,6.68,9.46,Average,8,31.69,34.36,55.91,28.75
1355,22,Other,High School,3.6,4.2,3.21,4.04,3.28,7.24,8.8,Average,8,32.93,53.71,40.8,14.66
1356,23,Male,High School,5.01,3.25,1.02,4.88,2.29,4.0,10.33,Average,8,30.04,73.79,41.52,20.75
1358,20,Other,High School,4.21,3.1,2.95,6.19,0.65,7.31,10.74,Good,3,26.53,50.69,23.79,10.27
1359,25,Other,High School,1.0,2.1,2.39,4.77,2.77,7.11,8.65,Good,8,19.49,50.8,24.03,6.49
1360,18,Other,High School,5.68,0.2,1.58,2.12,0.85,6.94,13.17,Average,7,34.67,85.41,31.13,14.9
1361,25,Other,High School,4.76,2.28,1.95,3.88,1.97,7.36,6.79,Poor,7,27.2,45.59,31.56,18.32
1362,24,Male,High School,4.9,1.25,3.07,4.68,0.93,5.88,5.99,Poor,9,36.02,47.38,50.36,28.77
1365,19,Other,High School,4.89,2.99,3.58,4.89,0.31,7.32,10.46,Good,7,37.59,38.79,47.09,34.16
1369,23,Male,High School,1.94,3.61,0.0,4.02,1.73,5.58,6.43,Good,2,9.34,47.53,5.01,1.0
1370,17,Male,High School,4.94,1.91,2.53,4.72,1.44,6.59,11.54,Average,1,17.25,62.99,17.11,1.0
1374,16,Other,High School,6.77,1.69,2.14,3.31,0.65,6.93,9.88,Average,9,39.38,72.62,49.42,18.27
1379,23,Female,High School,3.52,4.23,2.9,4.48,2.99,7.75,3.76,Good,3,21.0,31.61,26.75,8.76
1384,24,Female,High School,5.13,1.95,1.34,4.46,0.0,7.38,4.62,Good,2,20.67,30.62,24.02,14.37
1385,17,Female,High School,4.04,2.22,2.34,1.12,3.46,8.53,12.7,Poor,9,36.04,52.89,41.81,21.46
1388,22,Male,High School,1.86,1.91,0.52,4.26,3.36,6.97,7.17,Average,7,22.21,29.36,28.1,14.57
